  52   0   1   1   0  67  66  88  81   0 283
  53   0   0   2   1  42  55  80  79   0 230
  54   0   1   3   1  60  57  84  78   0 999
  55   0   0   2   1  58  58 100  76   0 259
  56   0   1   2   1  66  55  78  75   0 999
  57   0   0   3   1  48  57  79 999 999 262
  58   0   1   1   0  17  38  73 999 999 196
  59   0   0   1   0  65  65  71  74   0 100
  60   0   1   2   1  62  72  94 999 999 134
  61   0 999   2   1  39  45  58  73   0 239
  62   0   1   2   1  63  76 999  72   0 999
  63   0   1 999 999  62  50  74  70   0 105
  64   0 999   3   1  68  70  83 999 999 999
  65   0   1   2   1  55  67  75  62   0 999
  66   0   1   3   1  92  76  88  54   0 293
  67   0   1   1   0  57  56  39  41   0 999
  68   0   0   2   1  67  63  85 999 999 999
  69   0   1   2   1  61  57  81  79   0 282
  70   0   1   2   1  52  51 105  79   0 237
  71   0   0   3   1 999  51  75  76   0 205
  72   0   0   2   1  42  42  83 999 999 229
  73   1   1   2   1  41  35 132 114   1 999
  74   1   0   2   1  65  65 102 112   1 235
  75   1   0   2   1  39  35 999 109   1 352
  76   1   0   2   1  36  37  64 107   1 999
  77   1   0   2   1  36  35 104 104   1 348
  78   1   1   1   0  53  36  94 103   1 368
  79   1   0   3   1  41  41  98 102   1 188
  80   1   0   2   1  53  40  82 102   1 292
  81   1   0   2   1  39  43  70 101   1 317
  82   1   0   1   0  42  59  92 101   1 342
  83   1   1   1   0  40  51 112 101   1 349
  84   1   0   3   1  46  47 105  97   1 291
  85   1   0   3   1  46  51  85 999 999 188
  86   1   1   1   0  36  47  95  97   1 360
  87   1   0   2   1  47  37  98  96   1 348
  88   1   0   1   0  50  49  83  96   1 288
  89   1   0   1   0  34  38  74  95   1 287
  90   1   0   1   0  49  54  71  94   1 251
  91   1   1 999 999  20  37  88  94   1 999
  92   1   0   2   1  61  70 118 999 999 290
  93   1   0   3   1  59  49  70  91   1 999
  94   1   1   1   0  58  61  91  91   1 330
  95   1   1   1   0  46  56  85  91   1 999
  96   1   1   2   1  47  48  90  91   1 311
  97   1   0   1   0  33  39  86  91   1 224
  98   1   0   2   1  42  51 108  90   1 289
  99   1   0   2   1  42  47  63  90   1 305
 100   1   0   1   0  36  36  89  89   0 999
 101   1   1   2   1  33  46  89  89   0 999
 102   1   1   2   1  73  61  98 999 999 212
 103   1   0   2   1  41  53  84  88   0 278
 104   1   1   2   1  39  41 108  88   0 240
 105   1   0   3   1 999  61  75  87   0 999
 106   1   0   2   1  48  39  77  87   0 256
 107   1   0   3   1  53  61  79 999 999 263
 108   1   1   1   0  53  56  79  86   0 218
 109   1   1   1   0  31  43  86  86   0 217
 110   1   1   1   0  38  50 100  85   0 246
 111   1 999   1   0  62  49  76 999 999 244
 112   1   1   1   0  36  31 114  85   0 272
 113   1   1   2   1  47  69  94 999 999 266
 114   1   1   2   1  50  59  86  84   0 198
 115   1   0   3   1  68  74  86 999 999 350
 116   1   0   1   0  47  47  72  82   0 248
 117   1   1   2   1  59  61  76  81   0 220
 118   1   1   3   1 999  51  85  81   0 221
 119   1   0   2   1  52  47  58  80   0 156
 120   1   0   3   1  39  50  59  78   0 274
 121   1   1   2   1  39  47  77  77   0 227
 122   1   0   3   1  46  51  58  76   0 235
 123   1   0   3   1  59  47  46  74   0 210
 124   1   0   3   1  45  51  43 999 999 999
 125   1   0   3   1  61  59  51 999 999 218
 126   1   1   3   1  54  63  53  63   0 999
 127   1   1   3   1  56  61 999  62   0 100
 128   1   1   2   1  47  61  60  54   0 100
 129   1   1   3   1  48  45  44  51   0 100
 130   1   0   3   1  74  88 999  50   0 999
 131   1   0   3   1  55  63 999 999 999 145
 132   1   1   2   1  62  63  76  84   0 283
 133   1   0   3   1  67  61  50  64   0 233
 134   1   1   3   1  56  61  83 999 999 999
 135   1   1   2   1  49  51  93  91   1 229
 136   1   1   2   1  51  49  70 999 999 369
 137   1   0   2   1 999  43 102 101   1 999
 138   1   0   2   1  41  35  60  82   0 999
