name,date,value,in counts,master version,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/20,0.3511,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/20,-1.8052,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/20,-0.9641,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/20,0.4971,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/20,-5.6965,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/20,-1.5366,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/20,3.6425,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/19,-2.0456,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/19,-0.606,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/19,-2.5981,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/19,-1.1788,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/19,2.6218,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/19,3.207,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/19,4.7538,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/19,0.3803,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/19,0.5073,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/19,3.6583,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/19,1.4844,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/19,0.4807,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/18,2.0111,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/18,-1.218,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/18,1.1546,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/18,0.8895,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/18,2.3923,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/18,-1.122,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/18,3.3859,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/18,-2.5155,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/18,1.9858,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/18,3.8826,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/18,-5.8943,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/18,2.1591,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/17,-0.265,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/17,-2.273,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/17,6.1211,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/17,1.0583,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/17,1.8634,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/17,1.4449,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/17,-2.6414,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/17,-0.7304,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/17,1.8322,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/17,0.909,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/17,2.5365,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/17,-1.848,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/16,1.8946,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/16,-2.2716,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/16,-0.5074,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/16,-2.4503,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/16,-2.927,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/16,2.0393,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/16,2.0204,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/16,-0.1493,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/16,-3.2302,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/16,-0.2782,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/16,0.98,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/16,3.9124,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/15,-1.0024,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/15,4.1297,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/15,1.0611,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/15,0.0288,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/15,-0.435,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/15,1.689,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/15,-5.5835,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/15,-0.3083,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/15,-2.159,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/15,2.6605,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/15,0.3652,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/15,3.5477,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/14,2.7106,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/14,4.8785,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/14,2.2151,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/14,3.8788,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/14,6.3062,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/14,-1.2203,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/14,3.8343,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/14,2.9456,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/14,0.7117,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/14,-3.9864,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/14,-4.2669,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/14,-2.3091,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/13,-0.7201,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/13,1.8731,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/13,2.3013,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/13,-1.4422,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/13,-0.3213,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/13,-0.6341,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/13,-1.3895,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/13,-0.1412,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/13,7.0929,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/13,0.7947,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/13,0.1678,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/13,3.7937,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/12,3.1301,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/12,0.4585,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/12,-6.8255,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/12,0.2437,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/12,-1.1764,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/12,4.8156,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/12,-4.5404,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/12,4.0742,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/12,0.4833,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/12,-1.6975,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/12,2.1801,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/12,3.4761,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/11,2.7401,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/11,-0.9504,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/11,-2.5542,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/11,-3.8938,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/11,0.8816,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/11,7.9722,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/11,-2.5812,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/11,-2.4865,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/11,6.1015,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/11,-4.3294,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/11,3.2478,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/11,0.0624,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/10,4.6967,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/10,-1.5221,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/10,4.426,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/10,6.6633,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/10,5.7623,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/10,0.0519,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/10,0.1575,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/10,-1.9421,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/10,2.2944,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/10,3.1613,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/10,2.766,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/10,-6.1647,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/09,-2.287,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/09,3.7403,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/09,-0.4378,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/09,4.9078,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/09,-1.0957,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/09,1.8837,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/09,-0.7923,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/09,0.4869,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/09,-4.8477,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/09,-1.3106,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/09,1.174,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/09,1.1287,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/08,1.9508,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/08,-0.8243,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/08,-0.0012,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/08,-2.2666,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/08,-1.0284,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/08,-0.7181,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/08,5.5944,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/08,2.6585,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/08,-1.9662,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/08,0.1864,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/08,2.1469,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/08,0.0615,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/07,-2.0006,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/07,-6.0887,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/07,6.2216,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/07,2.5585,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/07,-11.2246,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/07,-12.4061,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/07,2.4764,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/07,3.1105,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/07,2.1279,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/07,-2.7643,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/07,-3.1572,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/07,2.3455,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/06,5.4888,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/06,-1.2723,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/06,3.5913,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/06,-1.1547,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/06,-0.9059,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/06,-1.0492,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/06,0.0702,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/06,-1.4175,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/06,-3.1995,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/06,1.625,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/06,0.0148,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/06,0.3075,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/05,-0.9976,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/05,2.3921,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/05,3.2409,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/05,1.404,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/05,-2.6838,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/05,0.7331,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/05,3.5334,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/05,3.8173,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/05,1.7851,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/05,0.865,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/05,1.2475,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/05,1.512,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/04,0.1323,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/04,3.4886,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/04,1.5342,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/04,0.8455,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/04,-1.391,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/04,1.1611,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/04,-1.392,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/04,0.821,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/04,-4.3927,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/04,2.1606,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/04,6.3435,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/04,2.0249,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/03,1.7779,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/03,1.5222,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/03,2.044,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/03,2.0622,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/03,2.9608,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/03,-0.8759,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,6/1/03,0.1592,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,5/1/03,0.4978,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,4/1/03,1.6461,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,3/1/03,-2.3549,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,2/1/03,3.5904,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,1/1/03,4.9457,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,12/1/02,4.4519,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,11/1/02,0.1903,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,10/1/02,-2.1675,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,9/1/02,1.5939,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,8/1/02,3.1434,valid,present,,,,,,,,,,,,,,,
Campbell Absolute Return Program,7/1/02,5.3282,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/23,1.45,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/23,1.23,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/23,1.1,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/23,0.64,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/23,0.24,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/23,0.94,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/23,-0.23,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/23,0.56,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/23,0.5,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/22,0.87,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/22,0.23,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/22,0.1,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/22,-0.27,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/22,1.53,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/22,0.69,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/22,0.23,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/22,-0.75,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/22,0.66,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/22,0.39,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/22,1.28,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/22,0.23,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/21,1.38,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/21,0.61,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/21,0.43,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/21,1.14,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/21,0.63,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/21,-0.25,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/21,0.48,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/21,0.45,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/21,0.15,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/21,-0.02,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/21,2.08,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/21,1.22,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/20,3.28,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/20,3.22,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/20,1.47,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/20,0.8,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/20,1.28,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/20,1.78,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/20,4.27,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/20,2.7,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/20,3.69,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/20,3.84,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/20,-0.13,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/20,0.76,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/19,1.47,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/19,1.09,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/19,1.62,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/19,0.35,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/19,0.65,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/19,1.56,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/19,1.19,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/19,0.2,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/19,2.57,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/19,0.31,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/19,0.7,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/19,2.12,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/18,0.79,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/18,-3.18,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/18,-0.49,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/18,0.3,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/18,1.15,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/18,0.32,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/18,-1.1,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/18,1.75,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/18,0.77,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/18,1.33,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/18,-0.08,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/18,-0.53,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/17,1.2,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/17,1.52,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/17,1.68,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/17,1.85,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/17,-0.32,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/17,1.97,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/17,1.5,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/17,-0.46,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/17,0.08,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,3/1/17,1.49,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,2/1/17,1.28,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,1/1/17,0.27,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,12/1/16,0.13,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,11/1/16,0.14,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,10/1/16,-0.16,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,9/1/16,0.6,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,8/1/16,1.14,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,7/1/16,1.74,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,6/1/16,-0.21,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,5/1/16,0.74,valid,present,,,,,,,,,,,,,,,
Verition Multi-Strategy Fund Composite,4/1/16,0.72,valid,present,,,,,,,,,,,,,,,
